,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,popularity,explicit,id,name,artists,available_markets,collab
1960,0.262,0.35600000000000004,0,5,0,0.0303,0.613,0.0,0.175,0.424,9,3,0.59,0,2IdwQxhJn9ZE4zIotcCefR,Stormy Weather,Etta James,1.0,1
1960,0.0,0.377,10,5,0,0.0,0.7759999999999999,0.0,0.39,0.0,0,3,0.5,0,5Zu9mG353GB3p26t7M5AmR,Trust In Me,Etta James,1.0,1
1960,0.418,0.285,2,5,0,0.0291,0.83,1.53e-06,0.233,0.4,4,3,0.66,0,0zGLlXbHlrAyBN1x6sY0rb,A Sunday Kind Of Love,Etta James,1.0,1
1960,0.6559999999999999,0.523,3,5,1,0.0949,0.772,3.26e-06,0.527,0.6509999999999999,5,3,0.63,0,3QnHWkNMY2mpy494Bis0ly,I Just Want To Make Love To You - Single Version,Etta James,1.0,1
1960-01-01,0.5529999999999999,0.29100000000000004,4,5,0,0.0301,0.878,0.0,0.129,0.407,5,3,0.63,0,0BFEyqJ9DJXS7gKg0Kj46R,You Send Me,Sam Cooke,1.0,1
1960-01-01,0.482,0.569,0,5,1,0.0328,0.617,0.0,0.155,0.609,4,3,0.64,0,4yjz1aazw6R8ZURpGbCAkp,Bring It On Home To Me,Sam Cooke,1.0,1
1960-01-01,0.54,0.784,4,5,1,0.0575,0.13699999999999998,0.0011300000000000001,0.34600000000000003,0.9640000000000001,7,3,0.43,0,1miwQNADgNEBikbUBful7z,Road Runner,Bo Diddley,1.0,1
1960-01-01,0.474,0.478,7,5,1,0.0343,0.484,0.0,0.0833,0.831,6,3,0.56,0,6VqVieqjDEwS3mByMq4OzB,Cupid,Sam Cooke,1.0,1
1960-08-07,0.7829999999999999,0.3720000000000001,5,5,0,0.0659,0.429,0.00893,0.152,0.934,4,2,0.42,0,0CIc4SaHV9RaQvXscSlVFH,My Girl Josephine,Fats Domino,1.0,1
1960-08-07,0.5820000000000001,0.289,1,5,1,0.0465,0.518,0.0,0.107,0.743,4,2,0.43,0,5TcEq6qNQJ7HXeTxwB3ZGB,Walking To New Orleans,Fats Domino,1.0,1
1960-10,0.65,0.246,6,4,1,0.0263,0.846,5.07e-06,0.18600000000000005,0.539,5,2,0.45,0,6hgY1l6EqrfrHRNrxwKRiK,Love Hurts - Remastered Version,The Everly Brothers,1.0,1
1960-10,0.507,0.561,7,5,1,0.0353,0.5479999999999999,0.0,0.59,0.89,6,2,0.48,0,27bw4i8LnECzVlbMZ4kFHw,Cathy's Clown - Remastered Album Version,The Everly Brothers,1.0,1
1961,0.57,0.529,5,5,1,0.028,0.377,0.00509,0.203,0.934,6,2,0.62,0,0PkBTqRtN25z3oKasWoKlj,Only the Lonely,Roy Orbison,1.0,1
1961-01-01,0.55,0.382,0,5,1,0.0263,0.312,1.11e-05,0.221,0.464,7,3,0.64,0,0bwy3sGHeYwng2Ioicq6wf,Will You Love Me Tomorrow,The Shirelles,1.0,1
1961-01-01,0.398,0.325,10,5,1,0.0382,0.812,0.0,0.16899999999999998,0.454,4,2,0.43,0,36f5xtZ2CXIc1WOirnnD3j,Dedicated To The One I Love,The Shirelles,1.0,1
1961-01-01,0.602,0.633,9,5,1,0.0314,0.502,0.0,0.0614,0.9309999999999999,5,2,0.51,0,6ImmlZj8ysK2jDnqqbKp60,"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,1.0,1
1961-01-01,0.723,0.44,2,5,1,0.0319,0.667,0.0,0.128,0.843,6,2,0.53,0,1sM0yZDxUhPQhkDh2CLd6l,Travelin' Man - Remastered,Ricky Nelson,1.0,1
1961-01-01,0.552,0.7,7,6,1,0.0295,0.809,0.0,0.805,0.9009999999999999,7,3,0.51,0,47IRIQxGDe2Sc6F4pe2FMf,Shop Around,The Miracles,1.0,1
1961-01-01,0.22699999999999998,0.311,4,5,0,0.0314,0.929,5.81e-06,0.11199999999999999,0.214,9,3,0.29,0,25IFkeYPD9OBfwaZkosRCP,(You Can) Depend On Me - Single Version,The Miracles,1.0,1
1961-01-01,0.537,0.604,0,5,1,0.039,0.669,0.0,0.181,0.818,7,2,0.28,0,5gbnpPSUFVrvwKFtlb2GNj,Boys,The Shirelles,1.0,1
1961-01-01,0.6859999999999999,0.6920000000000001,10,5,1,0.0419,0.902,0.00047400000000000003,0.10400000000000001,0.9620000000000001,4,3,0.57,0,6TXnGAr6DLVYshIrMeP0lZ,Route 66,Chuck Berry,1.0,1
1961-02-01,0.647,0.654,4,5,1,0.0563,0.328,0.0,0.141,0.888,7,2,0.51,0,2Qs5tJfqwvz3rEqzfORrVP,Mama Said,The Shirelles,1.0,1
1961-03,0.703,0.7240000000000001,7,5,1,0.0467,0.73,0.0,0.518,0.963,7,3,0.55,0,7v1858htfU0srTDwhxeka8,Chain Gang - Remastered,Sam Cooke,1.0,1
1961-10-20,0.396,0.293,2,5,1,0.0275,0.941,0.000196,0.105,0.343,5,3,0.79,0,44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,Elvis Presley,1.0,1
1962,0.672,0.358,7,5,0,0.0286,0.289,0.00158,0.334,0.608,6,3,0.46,0,52wBOrIX3kkNe1KEALXOGy,Baby It's You,The Shirelles,1.0,1
1962,0.8909999999999999,0.416,0,5,1,0.084,0.733,0.607,0.201,0.863,6,3,0.36,0,2wHCe9ru5uJ2qSRIHfBwbk,Rinky Dink,"""Booker T. & the M.G.s""",1.0,1
1962,0.449,0.287,5,5,1,0.0324,0.843,0.825,0.14400000000000002,0.122,10,4,0.42,0,7viT9kDjq8PIx57sRCID0b,Behave Yourself,"""Booker T. & the M.G.s""",1.0,1
1962,0.816,0.514,10,5,1,0.0339,0.767,0.949,0.0899,0.912,7,3,0.66,0,4fQMGlCawbTkH9yPPZ49kP,Green Onions,"""Booker T. & the M.G.s""",1.0,1
1962,0.546,0.21,10,5,1,0.0272,0.85,1.5e-05,0.348,0.511,5,3,0.37,0,7Ag7rVozR1OhzSdqc9K0KN,Soldier Boy,The Shirelles,1.0,1
1962,0.619,0.603,9,5,1,0.0342,0.715,0.0,0.0721,0.958,6,3,0.73,0,48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",Roy Orbison,1.0,1
1962,0.462,0.319,0,5,1,0.0255,0.74,0.000758,0.0803,0.489,4,3,0.52,0,3HZMEIZY9Z6GdhPaG5bAK2,It's Over,Roy Orbison,1.0,1
1962-01-01,0.35,0.293,2,5,1,0.0258,0.758,8.21e-06,0.104,0.162,5,3,0.61,0,6eLL7QTdMWdhhG4i3jHDR9,Crying,Roy Orbison,1.0,1
1962-01-01,0.436,0.526,7,5,0,0.0306,0.64,0.0,0.124,0.815,5,3,0.3,0,21m543vxwOjEI0ZaxBxptB,I'll Try Something New,The Miracles,1.0,1
1962-01-11,0.528,0.5920000000000001,9,5,0,0.0621,0.747,1.13e-06,0.203,0.925,8,3,0.42,0,10HdfEE0sausAJu8HJD3Dp,Back Door Man,"""Howlin Wolf""",1.0,1
1962-01-11,0.546,0.185,9,4,1,0.0409,0.7609999999999999,1.1e-06,0.218,0.682,3,2,0.44,0,22o1qy3iZ7CyXUdK6BIf2n,Little Red Rooster,"""Howlin Wolf""",1.0,1
1962-01-11,0.821,0.376,0,5,1,0.0487,0.669,1.39e-05,0.106,0.8240000000000001,6,3,0.54,0,7j02rdE5RVtNcNMuLGY5SS,Spoonful,"""Howlin Wolf""",1.0,1
1962-04,0.458,0.8009999999999999,9,5,1,0.0565,0.691,0.0,0.328,0.93,8,3,0.61,0,7FS541dJh3iQAEXEZoDhE6,Twistin' the Night Away,Sam Cooke,1.0,1
1962-06-01,0.61,0.378,2,5,1,0.0279,0.622,0.0,0.14400000000000002,0.48,5,2,0.56,0,3lWuagNhAzcqOikD5KnBku,Crying in the Rain,The Everly Brothers,1.0,1
1962-06-01,0.624,0.358,1,5,1,0.0342,0.752,0.0,0.0593,0.871,7,2,0.53,0,3NUXLtK8UGdD8TvZ12b4dD,Walk Right Back,The Everly Brothers,1.0,1
1963,0.514,0.624,0,5,0,0.0842,0.513,0.00517,0.307,0.755,8,3,0.64,0,3VgrSJEKBRT3xmwzpaxxEF,(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,1.0,1
1963,0.532,0.664,3,5,1,0.0447,0.653,1.14e-06,0.208,0.848,6,2,0.33,0,5gwvsIrTVL4F76tn9xEhQ3,Come And Get These Memories,Martha Reeves & The Vandellas,1.0,1
1963,0.7390000000000001,0.743,7,5,0,0.0321,0.452,0.0,0.331,0.922,6,2,0.4,0,093adSf9ll30BEpggrfask,Foolish Little Girl,The Shirelles,1.0,1
1963,0.18,0.325,7,5,1,0.0318,0.865,0.0959,0.107,0.321,8,2,0.18,0,3jSoCdCbyZ2gMrQ9J3LA47,Silent Night,Phil Spector,1.0,1
1963,0.18,0.325,7,5,1,0.0318,0.865,0.0959,0.107,0.321,8,2,0.18,0,3jSoCdCbyZ2gMrQ9J3LA47,Silent Night,Bob B. Soxx & The Blue Jeans,1.0,1
1963,0.18,0.325,7,5,1,0.0318,0.865,0.0959,0.107,0.321,8,2,0.18,0,3jSoCdCbyZ2gMrQ9J3LA47,Silent Night,Darlene Love,1.0,1
1963,0.18,0.325,7,5,1,0.0318,0.865,0.0959,0.107,0.321,8,2,0.18,0,3jSoCdCbyZ2gMrQ9J3LA47,Silent Night,The Crystals,1.0,1
1963,0.18,0.325,7,5,1,0.0318,0.865,0.0959,0.107,0.321,8,2,0.18,0,3jSoCdCbyZ2gMrQ9J3LA47,Silent Night,The Ronettes,1.0,1
1963,0.584,0.68,8,5,1,0.0817,0.515,0.0,0.204,0.87,7,3,0.3,0,2SnzwEu9uB9VGCx8Faj97j,Baby Workout,Jackie Wilson,1.0,1
1963-01-01,0.6709999999999999,0.442,0,5,1,0.0332,0.758,1.63e-05,0.10800000000000001,0.7490000000000001,6,2,0.49,0,4Y6pdMS2PwGshq1MYcJ9fC,I Will Follow You,Ricky Nelson,1.0,1
1963-01-01,0.655,0.6509999999999999,9,5,1,0.0323,0.0219,1.07e-05,0.207,0.867,6,3,0.4,0,3jkcKJnxkPwx2aYSQ7D0Wp,Fools Rush In,Ricky Nelson,1.0,1
1963-01-01,0.68,0.44799999999999995,0,5,1,0.0302,0.698,0.0,0.22699999999999998,0.5670000000000001,6,3,0.57,0,7wLRmjiDYI6flIVzboUqSV,You've Really Got A Hold On Me,The Miracles,1.0,1
1963-02,0.373,0.301,9,5,1,0.0314,0.769,0.0,0.0816,0.436,3,3,0.59,0,6e6Kxot9nHyZ4I8GgmGKII,Nothing Can Change This Love,Sam Cooke,1.0,1
1963-02-01,0.495,0.435,0,5,1,0.0286,0.67,0.00038,0.13,0.71,5,3,0.54,0,44pN9jfSqY3d3lrKuv3QeN,In Dreams,Roy Orbison,1.0,1
1963-03-22,0.482,0.8490000000000001,2,5,1,0.0452,0.6409999999999999,7.74e-06,0.0414,0.937,6,3,0.75,0,5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,The Beatles,1.0,1
1963-03-25,0.55,0.8540000000000001,3,5,1,0.036000000000000004,0.6609999999999999,0.0,0.112,0.965,8,2,0.73,0,0wz1LjDb9ZNEYwOmDJ3Q4b,Surfin' U.S.A. - Remastered,The Beach Boys,1.0,1
1963-05-27,0.6,0.243,4,4,1,0.0366,0.89,0.0022,0.249,0.46799999999999997,6,4,0.66,0,2WOjLF83vqjit2Zh4B69V3,"Don't Think Twice, It's All Right",Bob Dylan,1.0,1
1963-05-27,0.38,0.0993,2,4,1,0.0509,0.914,2.3199999999999998e-05,0.0605,0.44,9,3,0.7,0,18GiV1BaXzPVYpp9rmOg0E,Blowin' in the Wind,Bob Dylan,1.0,1
1964,0.618,0.7040000000000001,4,6,1,0.0321,0.159,0.000262,0.358,0.741,6,3,0.65,0,3496rr5XSGD6n1Z1OKXovb,The Way You Do The Things You Do,The Temptations,1.0,1
1964,0.883,0.464,10,5,1,0.0591,0.279,1.51e-05,0.0744,0.925,6,3,0.7,0,1aj4GXfmEYXfdVZohCpNKu,Stand by Me,Otis Redding,1.0,1
1964,0.403,0.284,10,5,1,0.0338,0.7979999999999999,0.0,0.142,0.6859999999999999,9,3,0.61,0,4skknrc3sJqaPTtUr2cwFq,These Arms of Mine,Otis Redding,1.0,1
1964-01-13,0.389,0.396,7,5,1,0.0332,0.887,0.0,0.0828,0.585,9,3,0.7,0,52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',Bob Dylan,1.0,1
1964-03-01,0.7759999999999999,0.659,9,5,1,0.051,0.434,0.0,0.0868,0.969,6,3,0.55,0,5z8DiKSG4EwxmO6gUi12rZ,Another Saturday Night,Sam Cooke,1.0,1
1964-03-01,0.212,0.383,10,5,1,0.0347,0.723,0.0,0.299,0.452,9,3,0.67,0,0KOE1hat4SIer491XKk4Pa,A Change Is Gonna Come,Sam Cooke,1.0,1
1964-03-02,0.487,0.464,4,5,1,0.03,0.0666,0.0053100000000000005,0.105,0.851,6,3,0.65,0,1GLmaPfulP0BrfijohQpN5,Don't Worry Baby - Remastered 2001,The Beach Boys,1.0,1
1964-04-05,0.626,0.307,9,5,1,0.0836,0.6890000000000001,0.00663,0.0843,0.62,9,3,0.45,0,2txRs0wxjGE1uzOhcBxN7L,Good Morning Little School Girl,Muddy Waters,1.0,1
1964-05-13,0.4,0.818,0,5,1,0.08,0.45799999999999996,3.25e-06,0.132,0.9359999999999999,8,2,0.66,0,5UvE5QlINnvEc7aFO14DVL,Great Balls Of Fire,Jerry Lee Lewis,1.0,1
1964-06-01,0.738,0.35600000000000004,1,5,1,0.0341,0.5479999999999999,0.0,0.248,0.862,5,3,0.35,0,3CH8M5lB931faZDzjCTfVW,On Broadway,The Drifters,1.0,1
1964-06-01,0.747,0.226,7,5,1,0.0415,0.9079999999999999,0.000168,0.107,0.778,6,3,0.69,0,65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,The Drifters,1.0,1
1964-06-01,0.693,0.29,8,4,1,0.0334,0.708,1.49e-05,0.13699999999999998,0.92,6,3,0.53,0,7cNRqg0lbiqBaGeOlA4AEU,Up on the Roof,The Drifters,1.0,1
1964-06-13,0.596,0.194,10,4,1,0.0347,0.97,0.162,0.099,0.746,6,3,0.36,0,3X9tJw6z5LowFx339fhTvu,I Walk the Line - Stereo Version,Johnny Cash,1.0,1
1964-07-13,0.39,0.625,9,5,0,0.0537,0.36,0.0,0.0663,0.514,7,2,0.66,0,3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono),The Beach Boys,1.0,1
1964-08-01,0.7090000000000001,0.62,2,5,1,0.034,0.318,0.0,0.0426,0.936,5,2,0.62,0,11fNLqDB47gMKj7BHhR2Qr,Wake up Little Susie,The Everly Brothers,1.0,1
1964-08-01,0.534,0.462,4,5,1,0.0266,0.8390000000000001,0.0,0.129,0.534,5,2,0.67,0,7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,The Everly Brothers,1.0,1
1964-08-01,0.518,0.4320000000000001,10,5,0,0.0459,0.401,0.0,0.299,0.701,7,2,0.54,0,2erTdgDOZmjJNaNhjhWXhJ,('Til) I Kissed You,The Everly Brothers,1.0,1
1964-08-01,0.547,0.523,9,5,1,0.0572,0.7240000000000001,0.0,0.103,0.89,8,2,0.61,0,6oRHRkQigTzJ3KwpO3XOV6,Bye Bye Love,The Everly Brothers,1.0,1
1964-08-01,0.5870000000000001,0.34,3,5,1,0.0256,0.8340000000000001,0.0,0.0955,0.526,5,2,0.49,0,4FrMb1ckGBrhARbHySQKx5,Devoted to You,The Everly Brothers,1.0,1
1964-10-02,0.551,0.86,7,5,1,0.0796,0.262,4.57e-06,0.0558,0.723,7,2,0.69,0,78JmElAFmrPNhLjovDR9Jm,All Day and All of the Night,The Kinks,1.0,1
1964-10-02,0.573,0.939,8,5,1,0.0808,0.493,0.0,0.0994,0.963,7,2,0.72,0,29SyMC0plk6qw8NMF7lfRL,You Really Got Me - Mono Mix,The Kinks,1.0,1
1964-10-19,0.525,0.21600000000000005,6,5,1,0.0301,0.8370000000000001,0.0,0.107,0.328,5,3,0.75,0,5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,Simon & Garfunkel,1.0,1
1964-11-01,0.525,0.852,7,5,1,0.222,0.731,5.11e-05,0.218,0.884,8,3,0.69,0,6FT83pFXKhDlXDsNJFAHWz,You Never Can Tell,Chuck Berry,1.0,1
1964-11-01,0.596,0.7909999999999999,7,5,1,0.0446,0.425,0.000295,0.0886,0.98,6,3,0.61,0,3qt3ybU6MScMxMKL2TYBvt,No Particular Place To Go,Chuck Berry,1.0,1
1965,0.653,0.49,0,5,1,0.0408,0.32299999999999995,4.13e-06,0.0832,0.963,6,3,0.61,0,2zF8ro2hX0aEYaqXQdEKW1,How Sweet It Is (To Be Loved By You),Marvin Gaye,1.0,1
1965-01-01,0.556,0.57,2,5,1,0.0393,0.0118,0.000526,0.198,0.304,6,3,0.69,0,6rLqjzGV5VMLDWEnuUqi8q,Dancing In The Street,Martha Reeves & The Vandellas,1.0,1
1965-01-01,0.297,0.547,7,5,1,0.0343,0.603,1.43e-06,0.15,0.396,5,3,0.32,0,7HopGeSKiR0vYrX0TiRXjz,Bad Girl - Single Version,The Miracles,1.0,1
1965-01-01,0.606,0.815,2,5,0,0.0485,0.104,0.00566,0.0515,0.877,6,3,0.61,0,1WPqawIF9HCKfSOt7mN6X0,Nowhere To Run,Martha Reeves & The Vandellas,1.0,1
1965-03,0.473,0.421,3,5,0,0.0558,0.757,0.0,0.145,0.682,8,2,0.52,0,3p6keDkfLYYpuAdvv1Ktsh,That's How Strong My Love Is,Otis Redding,1.0,1
1965-03-05,0.53,0.873,4,5,0,0.118,0.297,0.0,0.0521,0.583,8,3,0.56,0,5e3isD5st7PGYzSJuoRSIV,A Well Respected Man,The Kinks,1.0,1
1965-03-22,0.39,0.31,5,5,1,0.0676,0.794,0.0,0.379,0.584,9,6,0.65,0,3RkQ3UwOyPqpIiIvGVewuU,Mr. Tambourine Man,Bob Dylan,1.0,1
1965-03-22,0.5720000000000001,0.418,0,5,1,0.0349,0.635,0.0,0.0961,0.6940000000000001,5,3,0.79,0,745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations,1.0,1
1965-06-21,0.456,0.47,2,5,1,0.0294,0.513,3.76e-05,0.444,0.639,6,2,0.64,0,2HCaIYjkvWSZzaSKUoOh3d,Mr. Tambourine Man,The Byrds,1.0,1
1965-07-05,0.503,0.62,11,5,1,0.0296,0.471,0.0,0.159,0.713,6,3,0.6,0,6bJuuCtXYiwOcKT9s8uRh8,California Girls - Remix/Remastered,The Beach Boys,1.0,1
1965-07-30,0.723,0.863,2,5,1,0.0338,0.0383,0.0317,0.128,0.9309999999999999,7,4,0.77,0,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,1.0,1
1965-08-06,0.332,0.179,5,5,1,0.0326,0.879,0.0,0.0886,0.315,5,2,0.79,0,3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,The Beatles,1.0,1
1965-08-06,0.534,0.725,6,5,0,0.0332,0.188,0.0,0.0994,0.763,5,2,0.73,0,7DD7eSuYSC5xk2ArU62esN,Help! - Remastered 2009,The Beatles,1.0,1
1965-08-30,0.483,0.721,0,5,1,0.032,0.7290000000000001,0.0,0.18899999999999997,0.562,5,6,0.72,0,3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,1.0,1
1965-09-15,0.74,0.322,0,5,1,0.0399,0.551,0.000763,0.17,0.629,5,3,0.63,0,5zQyqgNXKzhifkivumzxDS,My Girl,Otis Redding,1.0,1
1965-09-15,0.499,0.246,9,5,1,0.0325,0.7,0.00227,0.0965,0.152,7,3,0.6,0,4pdLyulbYLCrPmDzWWeJIZ,I've Been Loving You Too Long,Otis Redding,1.0,1
1965-12-03,0.5720000000000001,0.688,9,6,1,0.0608,0.0474,0.0,0.07200000000000001,0.856,7,2,0.56,0,4B3gkbr7aGC2sujjgivK0s,I Can't Explain - Mono Version,The Who,1.0,1
1965-12-03,0.41200000000000003,0.782,2,5,0,0.057999999999999996,0.308,0.00822,0.0775,0.705,5,3,0.69,0,4u9f8hqstB7iITDJNzKhQx,My Generation - Stereo Version,The Who,1.0,1
1965-12-03,0.688,0.435,9,5,1,0.0323,0.449,0.0,0.113,0.435,5,2,0.75,0,3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,The Beatles,1.0,1
1965-12-06,0.452,0.818,2,5,1,0.0439,0.135,2.72e-05,0.052000000000000005,0.755,6,4,0.68,0,5qBqBdfTEIWJwAS0Jm2F5R,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,1.0,1
1966,0.547,0.8059999999999999,5,5,1,0.0418,0.569,0.000146,0.4270000000000001,0.971,7,3,0.31,0,2Dnsu9fl9UurKA3uHvgEjy,Get Down with It,Little Richard,0.2,1
1966,0.59,0.737,7,5,1,0.0384,0.40399999999999997,0.0,0.10800000000000001,0.877,7,3,0.65,0,676Rf0qIOh2gKNEl9TnCOx,Get Ready,The Temptations,1.0,1
1966,0.763,0.6559999999999999,0,5,1,0.0417,0.5489999999999999,0.0,0.125,0.9259999999999999,6,3,0.67,0,4CoGNqLap7UGU5Q3VdKug0,Ain't Too Proud To Beg,The Temptations,1.0,1
1966,0.701,0.517,2,5,1,0.0357,0.765,0.0,0.385,0.688,6,3,0.56,0,7N3UAu6FkwdBg9J7OONBBP,Jimmy Mack,Martha Reeves & The Vandellas,1.0,1
1966-01-11,0.721,0.62,9,5,1,0.0326,0.379,4.31e-05,0.344,0.644,6,3,0.42,0,1a8vVeidOsauNu6rQmHBRS,Killing Floor,"""Howlin Wolf""",1.0,1
1966-04-01,0.483,0.275,0,5,1,0.0418,0.232,0.0,0.125,0.31,7,4,0.63,0,4PFiLGx8jAzcAJxwPLUeZ9,Cigarettes and Coffee,Otis Redding,1.0,1
1966-04-15,0.46399999999999997,0.795,1,5,1,0.0926,0.0493,0.00244,0.39899999999999997,0.612,8,3,0.78,0,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,1.0,1
1966-06-16,0.392,0.629,5,5,1,0.0335,0.718,3.76e-06,0.129,0.72,6,3,0.73,0,2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice - Stereo Mix,The Beach Boys,1.0,1
1966-06-16,0.5670000000000001,0.745,8,5,1,0.0264,0.402,0.0,0.0873,0.903,6,3,0.62,0,2ULL3VZf4WwBKO4vjwT7Bg,Sloop John B - Remastered,The Beach Boys,1.0,1
1966-06-16,0.521,0.487,6,5,0,0.0299,0.253,0.0,0.0579,0.483,6,3,0.72,0,6iGU74CwXuT4XVepjc9Emf,God Only Knows - Remastered,The Beach Boys,1.0,1
1966-06-27,0.311,0.775,2,5,1,0.076,0.506,0.0,0.897,0.477,6,6,0.46,0,2j25bv2cpByJLaNZRKEBwR,Trouble Every Day,Frank Zappa,1.0,1
1966-06-27,0.311,0.775,2,5,1,0.076,0.506,0.0,0.897,0.477,6,6,0.46,0,2j25bv2cpByJLaNZRKEBwR,Trouble Every Day,The Mothers Of Invention,1.0,1
1966-07-15,0.392,0.5429999999999999,0,5,0,0.0311,0.00403,0.624,0.0462,0.611,6,3,0.39,0,3NTegpfIg2erCDlXo1xu9b,Lost Women - The Stereo Album,The Yardbirds,1.0,1
1966-07-15,0.434,0.546,0,5,0,0.0379,0.0345,0.098,0.0935,0.465,6,3,0.36,0,2Ajtl0ro60h3VN3rD3Y1IF,Lost Women - The Mono Album,The Yardbirds,1.0,1
1966-07-15,0.529,0.861,11,5,1,0.0784,0.292,0.225,0.314,0.387,5,2,0.47,0,07KYQySlrmE94gaLbhvp4X,Over Under Sideways Down - The Mono Album,The Yardbirds,1.0,1
1966-07-18,0.364,0.768,9,5,1,0.0757,0.21,0.136,0.503,0.37,7,4,0.57,0,2BGNomqCxEDcXyxf8bg27k,Eight Miles High,The Byrds,1.0,1
1966-07-18,0.583,0.708,7,5,1,0.0356,0.268,0.0,0.271,0.927,5,2,0.46,0,6TZYGQ2djryNbg98vV5Prg,Mr. Spaceman,The Byrds,1.0,1
1966-08,0.4270000000000001,0.603,0,5,1,0.035,0.00729,0.568,0.0559,0.639,6,3,0.39,0,56bNAn1LIqmGTETWnBJTQK,Lost Woman,The Yardbirds,1.0,1
1966-08-25,0.523,0.48,3,5,1,0.0492,0.214,0.0,0.0751,0.81,8,3,0.62,0,0UERoCKd24PKovd4BwRzBQ,It Takes Two,Marvin Gaye,1.0,1
1966-08-25,0.523,0.48,3,5,1,0.0492,0.214,0.0,0.0751,0.81,8,3,0.62,0,0UERoCKd24PKovd4BwRzBQ,It Takes Two,Kim Weston,1.0,1
1966-10-10,0.485,0.38,3,5,1,0.034,0.8290000000000001,0.0,0.103,0.531,5,2,0.67,0,4Xl2PrS3DJqqSKXCo6Uhv9,Homeward Bound,Simon & Garfunkel,1.0,1
1966-10-10,0.336,0.248,2,4,1,0.0324,0.648,0.0,0.113,0.297,6,3,0.64,0,3g2fYZW5v2od8KIF7VktT0,Scarborough Fair / Canticle,Simon & Garfunkel,1.0,1
1966-10-15,0.5870000000000001,0.133,9,4,0,0.0565,0.18600000000000005,2.26e-05,0.258,0.068,5,3,0.65,0,36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness,Otis Redding,1.0,1
1966-10-28,0.595,0.465,2,5,0,0.026,0.102,0.0,0.0641,0.4920000000000001,6,4,0.68,0,0DQqzCHlPyKQXfF8uL01SI,Sunny Afternoon - Mono Mix,The Kinks,1.0,1
1966-12-04,0.524,0.258,4,5,1,0.0287,0.8290000000000001,0.00164,0.32799999999999996,0.349,6,3,0.55,0,4tj7IsJrn4MvesuhoY0JBy,I'm So Lonesome I Could Cry,Hank Williams,0.0,1
1966-12-09,0.375,0.44799999999999995,9,5,1,0.0264,0.106,5.550000000000003e-05,0.141,0.564,4,3,0.6,0,62nYkaIBesfvQSSwTjPnYS,I Feel Free,Cream,1.0,1
1967,0.253,0.45,1,5,1,0.0341,0.758,0.0,0.0822,0.34600000000000003,4,4,0.33,0,4l1vkRQgycmsEWhCSTvTQH,I Don't Need You Around,Jackie Wilson,1.0,1
1967,0.5920000000000001,0.363,4,5,1,0.0431,0.526,0.000696,0.319,0.618,5,3,0.55,0,4HljoGSCvaFsesUZWpb2mK,Call On Me,Big Brother & The Holding Company,1.0,1
1967,0.5920000000000001,0.363,4,5,1,0.0431,0.526,0.000696,0.319,0.618,5,3,0.55,0,4HljoGSCvaFsesUZWpb2mK,Call On Me,Janis Joplin,1.0,1
1967,0.634,0.677,2,5,1,0.0448,0.318,0.0,0.0902,0.939,5,3,0.68,0,5qyq1H5OPMlfuvZQ1wQNo7,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,1.0,1
1967-01-04,0.413,0.725,3,5,0,0.0324,0.369,2.1600000000000007e-05,0.0905,0.44,6,7,0.72,0,5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,1.0,1
1967-01-04,0.34700000000000003,0.302,0,5,1,0.0291,0.163,9.17e-05,0.14,0.0332,5,12,0.63,1,5UgT7w6zVZjP3oyawMzbiK,The End,The Doors,1.0,1
1967-01-04,0.421,0.7509999999999999,9,5,1,0.0472,0.2,0.0,0.17,0.789,4,2,0.72,0,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,1.0,1
1967-02-06,0.5579999999999999,0.524,4,5,1,0.0339,0.109,0.0,0.17,0.727,6,3,0.48,0,1yexhSDARSLVvRCBU3wDAm,My Back Pages,The Byrds,1.0,1
